Numero OI;Tipo Plano;Latitude;Longitude;Barramento;APP
1171_2024_MCB-01M1_T_1;Vegetação;-5,85416;-35,3306;B11781;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85423;-35,331;B11782;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85497;-35,3331;B11788;
1171_2024_MCB-01M1_T_1;Vegetação;-5,86361;-35,3386;M53823;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85617;-35,3335;N35381;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85775;-35,336;P19705;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85775;-35,336;P19705;
1171_2024_MCB-01M1_T_1;Vegetação;-5,86474;-35,3348;P19720;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85632;-35,3348;P19858;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85892;-35,3325;P19872;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85982;-35,3322;P19875;
1171_2024_MCB-01M1_T_1;Vegetação;-5,86219;-35,3313;P19880;11754/2025
1171_2024_MCB-01M1_T_1;Vegetação;-5,86251;-35,3312;P19881;
1171_2024_MCB-01M1_T_1;Vegetação;-5,86288;-35,331;P19882;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85411;-35,3303;P19898;
1171_2024_MCB-01M1_T_1;Vegetação;-5,86385;-35,335;R86781;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85696;-35,3376;B11735;
1171_2024_MCB-01M1_T_1;Vegetação;-5,86361;-35,3386;M53823;
1171_2024_MCB-01M1_T_1;Vegetação;-5,86452;-35,3515;P19493;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85759;-35,3412;P19685;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85723;-35,3362;P19703;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85746;-35,3361;P19704;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85775;-35,336;P19705;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85879;-35,3358;P19708;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85842;-35,3327;P19870;
1171_2024_MCB-01M1_T_1;Vegetação;-5,85543;-35,3328;P19891;
1171_2024_MCB-01M1_T_1;Vegetação;-5,86385;-35,335;R86781;
1171_2024_MCB-01M1_T_1;Vegetação;-5,86136;-35,3316;U51650;11592/2025
1297_2024_SJM-01Z3_T_1;Vegetação;;;P25330;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,04987;-35,2559;C11862;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,04983;-35,2562;C11863;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,05328;-35,2543;P27264;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,05018;-35,2571;P27281;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,05536;-35,2454;P27346;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,05506;-35,2456;P27358;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,0539;-35,2461;P27366;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,06779;-35,2531;T97020;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,06467;-35,2513;T97033;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,06377;-35,2519;T97036;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,06246;-35,2529;T97041;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,05598;-35,253;T97062;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,0552;-35,253;T97064;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,05703;-35,2501;T97078;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,05626;-35,2482;T97085;
1315_2024_SJM-01Z1_T_1;Vegetação;-6,05483;-35,2458;T97094;11593/2025
1316_2024_SJM-01Z1_T_2;Vegetação;-6,06396;-35,2452;L21471;12334/2025
1316_2024_SJM-01Z1_T_2;Vegetação;-6,0649;-35,2495;P27214;
1316_2024_SJM-01Z1_T_2;Vegetação;-6,05797;-35,2452;C12032;
1316_2024_SJM-01Z1_T_2;Vegetação;-6,06338;-35,2436;N04320;
1316_2024_SJM-01Z1_T_2;Vegetação;-6,05903;-35,2459;O35292;
1316_2024_SJM-01Z1_T_2;Vegetação;-6,06;-35,2507;P27230;
1316_2024_SJM-01Z1_T_2;Vegetação;-6,05946;-35,2515;P27233;
1316_2024_SJM-01Z1_T_2;Vegetação;-6,06532;-35,2469;P27303;
1316_2024_SJM-01Z1_T_2;Vegetação;-6,06564;-35,2467;P27304;
1316_2024_SJM-01Z1_T_2;Vegetação;-6,05939;-35,2432;P27322;
1316_2024_SJM-01Z1_T_2;Vegetação;-6,05873;-35,2436;P27324;
1316_2024_SJM-01Z1_T_2;Vegetação;-6,05714;-35,2451;P27334;
1316_2024_SJM-01Z1_T_2;Vegetação;-6,05988;-35,2465;P27341;
1316_2024_SJM-01Z1_T_2;Vegetação;-6,06067;-35,2467;P27343;
1316_2024_SJM-01Z1_T_2;Vegetação;-6,06471;-35,2439;U67222;
1316_2024_SJM-01Z1_T_2;Vegetação;-6,06001;-35,2428;U93693;11594/2025
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06851;-35,2912;L36367;12339/2025
1317_2024_SJM-01Z5_T_1;Vegetação;-6,0686;-35,2907;L36369;12340/2025
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06262;-35,3076;L78272;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06212;-35,3082;L78274;12336/2025
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06212;-35,3082;L78274;12336/2025
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06191;-35,3085;L78275;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06297;-35,3072;P26799;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06334;-35,3068;P26800;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07222;-35,3369;P26969;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06692;-35,33;U77233;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06833;-35,3315;L00054;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06874;-35,331;L00056;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07122;-35,3266;L00073;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06331;-35,3127;L00111;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06145;-35,3089;L00122;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06123;-35,3086;L00701;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,05993;-35,3081;L00704;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,0593;-35,308;L00705;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,05866;-35,3077;L00706;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,05807;-35,3075;L00707;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,0759;-35,26;L78151;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07602;-35,2606;L78152;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07637;-35,2632;L78156;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,0764;-35,2651;L78159;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07635;-35,267;L78162;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07472;-35,2762;L78192;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07468;-35,2767;L78193;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07462;-35,2772;L78194;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07457;-35,2777;L78195;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07438;-35,2791;L78198;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07434;-35,2796;L78208;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07433;-35,2801;L78209;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07371;-35,284;L78216;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07338;-35,2848;L78217;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07278;-35,2856;L78219;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07222;-35,2863;L78221;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07105;-35,2886;L78227;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07095;-35,2896;L78229;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06982;-35,292;L78234;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06622;-35,2997;L78254;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06624;-35,3004;L78255;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06599;-35,3013;L78257;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06262;-35,3076;L78272;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,07458;-35,2563;P26359;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06398;-35,333;T36021;
1317_2024_SJM-01Z5_T_1;Vegetação;-6,06681;-35,3304;U77234;11595/2025
1318_2024_SJM-01Z5_T_2;Vegetação;-6,06233;-35,3415;P29136;11588/2025
1318_2024_SJM-01Z5_T_2;Vegetação;-6,06654;-35,3435;A13660;
1318_2024_SJM-01Z5_T_2;Vegetação;-6,06482;-35,3454;A13668;
1318_2024_SJM-01Z5_T_2;Vegetação;-6,06428;-35,3424;P29140;
1318_2024_SJM-01Z5_T_2;Vegetação;-6,06527;-35,3429;P29142;
1320_2024_SJM-01Z5_T_4;Vegetação;-6,07107;-35,3342;U72815;11596/2025
1320_2024_SJM-01Z5_T_4;Vegetação;-6,07006;-35,3338;A13408;
1320_2024_SJM-01Z5_T_4;Vegetação;-6,07093;-35,3346;P26958;
1320_2024_SJM-01Z5_T_4;Vegetação;-6,07121;-35,3339;P26960;
1320_2024_SJM-01Z5_T_4;Vegetação;-6,0713;-35,331;R65643;
1321_2024_SJM-01Z5_T_5;Vegetação;-6,07064;-35,3249;M53990;
1321_2024_SJM-01Z5_T_5;Vegetação;-6,0749;-35,3268;N78886;
1321_2024_SJM-01Z5_T_5;Vegetação;-6,07469;-35,3252;N93916;
1321_2024_SJM-01Z5_T_5;Vegetação;-6,07314;-35,322;P29094;
1321_2024_SJM-01Z5_T_5;Vegetação;-6,07422;-35,3213;P29095;
1321_2024_SJM-01Z5_T_5;Vegetação;-6,0755;-35,3205;P29096;
1321_2024_SJM-01Z5_T_5;Vegetação;-6,07505;-35,3249;P29105;11597/2025
1471_2024_SJM-01Z2_T_1;Vegetação;-6,0653;-35,2509;C11796;11641/2025
1471_2024_SJM-01Z2_T_1;Vegetação;-6,06818;-35,2376;C12189;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,07;-35,246;P25378;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,06959;-35,2466;P25380;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,06947;-35,2389;P25414;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,06376;-35,2487;P27216;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,07175;-35,24;B14294;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,06554;-35,2516;C11744;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,06633;-35,2524;C11752;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,06818;-35,2376;C12189;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,06784;-35,2375;C12195;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,07119;-35,244;P25372;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,07064;-35,243;P25384;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,06966;-35,2427;P25392;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,07024;-35,2524;P27189;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,06621;-35,2502;P27208;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,06425;-35,237;P27440;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,06496;-35,2371;P27442;
1471_2024_SJM-01Z2_T_1;Vegetação;-6,06864;-35,2382;R96545;11598/2025
1498_2024_SJM-01Z1_RL_213303X_RR_1;Vegetação;-6,04989;-35,1897;P24638;11367/2025
1498_2024_SJM-01Z1_RL_213303X_RR_1;Vegetação;-6,04513;-35,1844;T47114;11368/2025
1498_2024_SJM-01Z1_RL_213303X_RR_1;Vegetação;-6,05567;-35,184;U25282;11369/2025
1502_2024_SJM-01Z1_RL_3118803_T_2;Vegetação;-6,03956;-35,2274;P27511;
1502_2024_SJM-01Z1_RL_3118803_T_2;Vegetação;-6,03433;-35,2266;P27539;
1502_2024_SJM-01Z1_RL_3118803_T_2;Vegetação;-6,03339;-35,2263;P27540;
1502_2024_SJM-01Z1_RL_3118803_T_2;Vegetação;-6,03272;-35,2263;P27541;
1509_2024_SJM-01Z6_RL_2125652_RR_1;Vegetação;-6,02075;-35,28;L95864;12335/2025
1509_2024_SJM-01Z6_RL_2125652_RR_1;Vegetação;-6,01941;-35,2819;L95873;
1509_2024_SJM-01Z6_RL_2125652_RR_1;Vegetação;-6,01911;-35,2825;L95874;
1509_2024_SJM-01Z6_RL_2125652_RR_1;Vegetação;-6,01849;-35,2853;L95879;
1509_2024_SJM-01Z6_RL_2125652_RR_1;Vegetação;-6,01917;-35,2816;M42037;
1509_2024_SJM-01Z6_RL_2125652_RR_1;Vegetação;-6,01767;-35,2806;M42040;
1509_2024_SJM-01Z6_RL_2125652_RR_1;Vegetação;-6,02149;-35,2832;M42063;
1509_2024_SJM-01Z6_RL_2125652_RR_1;Vegetação;-6,02563;-35,296;N10203;
1509_2024_SJM-01Z6_RL_2125652_RR_1;Vegetação;-6,02675;-35,2966;N13483;
1509_2024_SJM-01Z6_RL_2125652_RR_1;Vegetação;-6,02616;-35,2963;N15407;
1509_2024_SJM-01Z6_RL_2125652_RR_1;Vegetação;-6,02018;-35,2997;N20870;
1509_2024_SJM-01Z6_RL_2125652_RR_1;Vegetação;-6,02582;-35,2994;N48679;
1509_2024_SJM-01Z6_RL_2125652_RR_1;Vegetação;-6,02931;-35,2913;R47811;
1509_2024_SJM-01Z6_RL_2125652_RR_1;Vegetação;-6,03013;-35,2917;R47812;11600/2025
1515_2024_SJM-01Z1_RL_3106349_T_2;Vegetação;-5,99636;-35,2661;M33948;12337/2025
1515_2024_SJM-01Z1_RL_3106349_T_2;Vegetação;-5,99601;-35,2661;M33949;12338/2025
1515_2024_SJM-01Z1_RL_3106349_T_2;Vegetação;-5,9959;-35,2656;M85621;
1515_2024_SJM-01Z1_RL_3106349_T_2;Vegetação;-5,99949;-35,2653;M33944;
1515_2024_SJM-01Z1_RL_3106349_T_2;Vegetação;-5,99711;-35,2659;M33947;
1515_2024_SJM-01Z1_RL_3106349_T_2;Vegetação;-5,99753;-35,2658;M80308;
1515_2024_SJM-01Z1_RL_3106349_T_2;Vegetação;-5,99671;-35,266;M80309;
1517_2024_SJM-01Z1_RL_3106349_T_4;Vegetação;-6,00238;-35,2635;R21090;
1517_2024_SJM-01Z1_RL_3106349_T_4;Vegetação;-6,00278;-35,2636;R21091;
1517_2024_SJM-01Z1_RL_3106349_T_4;Vegetação;-6,00322;-35,2637;R21092;
1517_2024_SJM-01Z1_RL_3106349_T_4;Vegetação;-6,00318;-35,2641;R21096;
1517_2024_SJM-01Z1_RL_3106349_T_4;Vegetação;-6,0037;-35,2642;R21097;
1517_2024_SJM-01Z1_RL_3106349_T_4;Vegetação;-6,00122;-35,263;P19153;
1517_2024_SJM-01Z1_RL_3106349_T_4;Vegetação;-6,00096;-35,2627;R87062;11602/2025
1521_2024_SJM-01Z2_RL_3093620_T_3;Vegetação;-6,08624;-35,2062;C12442;11642/2025
1521_2024_SJM-01Z2_RL_3093620_T_3;Vegetação;-6,0846;-35,2056;C12453;
1521_2024_SJM-01Z2_RL_3093620_T_3;Vegetação;-6,08778;-35,2066;P30390;
1521_2024_SJM-01Z2_RL_3093620_T_3;Vegetação;-6,08748;-35,2065;P30391;
1573_2024_LTS-01Y4_RL_3111461_RR_1;Vegetação;-5,96428;-35,1461;B13594;12330/2025
1573_2024_LTS-01Y4_RL_3111461_RR_1;Vegetação;-5,96457;-35,1456;B13596;
1573_2024_LTS-01Y4_RL_3111461_RR_1;Vegetação;-5,96479;-35,1448;B13599;
1573_2024_LTS-01Y4_RL_3111461_RR_1;Vegetação;-5,96264;-35,1482;B13624;
1573_2024_LTS-01Y4_RL_3111461_RR_1;Vegetação;-5,96371;-35,1477;B13629;
1573_2024_LTS-01Y4_RL_3111461_RR_1;Vegetação;-5,96343;-35,1484;B13632;
1573_2024_LTS-01Y4_RL_3111461_RR_1;Vegetação;-5,96313;-35,1487;B13633;
1573_2024_LTS-01Y4_RL_3111461_RR_1;Vegetação;-5,9634;-35,1488;B13635;
1573_2024_LTS-01Y4_RL_3111461_RR_1;Vegetação;-5,96561;-35,1447;O61075;
1573_2024_LTS-01Y4_RL_3111461_RR_1;Vegetação;-5,96318;-35,1466;B13610;
1573_2024_LTS-01Y4_RL_3111461_RR_1;Vegetação;-5,96251;-35,1479;B13621;
1573_2024_LTS-01Y4_RL_3111461_RR_1;Vegetação;-5,9627;-35,1465;O27725;
1573_2024_LTS-01Y4_RL_3111461_RR_1;Vegetação;-5,964;-35,1458;P25107;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,98784;-35,1268;B12970;11676/2025
1574_2024_LTS-01Y1_T_1;Vegetação;-5,98815;-35,1265;B12971;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,98702;-35,1279;B12983;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,97566;-35,1253;B13359;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,97561;-35,1261;B13363;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,9756;-35,1264;B13364;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,98746;-35,1271;P21848;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,97538;-35,1247;P25013;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,9749;-35,1251;P25014;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,9872;-35,1268;GD0985;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,98909;-35,1291;P21842;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,98559;-35,1251;P21855;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,98437;-35,1263;P21905;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,98073;-35,1239;P21918;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,97952;-35,1238;P21921;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,97925;-35,1242;P21923;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,97785;-35,1244;P21928;
1574_2024_LTS-01Y1_T_1;Vegetação;-5,97879;-35,1223;P21938;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96916;-35,1328;B13310;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96916;-35,1328;B13310;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96995;-35,1336;B13312;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96955;-35,1325;B13317;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96983;-35,1292;B13444;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96889;-35,131;B13472;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96751;-35,1342;B13558;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96694;-35,1362;B13563;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96767;-35,135;B13574;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96983;-35,1292;B13444;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,9668;-35,1358;GD1118;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96793;-35,136;MG5278;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,97442;-35,1262;N74777;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96672;-35,1359;B13564;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96649;-35,1356;B13565;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96848;-35,1349;P25062;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96892;-35,1354;P25064;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96723;-35,1355;P25083;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96704;-35,1357;P25084;11755/2025
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,97019;-35,1332;T99642;11677/2025
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,97059;-35,1299;N22766;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,97313;-35,1278;P25025;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,96911;-35,1321;R38328;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,9667;-35,1332;R50052;
1577_2024_LTS-01Y1_RL_3115559_T_1;Vegetação;-5,97337;-35,1275;R95724;
1578_2024_LTS-01Y2_SM_3076873_T_1;Vegetação;-6,13119;-35,0998;L63994;
1578_2024_LTS-01Y2_SM_3076873_T_1;Vegetação;-6,12169;-35,0998;L64157;
1578_2024_LTS-01Y2_SM_3076873_T_1;Vegetação;-6,13086;-35,0998;P26333;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92278;-35,259;J02409;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92353;-35,2599;J02427;
1587_2024_PNA-01P5_T_2;Vegetação;-5,9263;-35,2612;J02476;
1587_2024_PNA-01P5_T_2;Vegetação;-5,9273;-35,2637;J02489;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92792;-35,2621;J02524;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92859;-35,2618;J02530;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92824;-35,2617;J02531;
1587_2024_PNA-01P5_T_2;Vegetação;-5,9291;-35,2612;J02533;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93025;-35,2608;J02552;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92964;-35,2606;J02559;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92973;-35,2629;J02571;
1587_2024_PNA-01P5_T_2;Vegetação;-5,9313;-35,262;J02583;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93166;-35,2621;J02584;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93201;-35,2622;J02585;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93171;-35,2626;J02589;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93242;-35,2628;J02591;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93147;-35,2632;J02602;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93135;-35,2608;J02633;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92222;-35,2634;J02690;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92253;-35,2635;J02691;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92253;-35,2635;J02691;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92359;-35,2638;J02695;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92429;-35,264;J02697;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92459;-35,2641;J02698;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93476;-35,2589;L77874;
1587_2024_PNA-01P5_T_2;Vegetação;-5,9352;-35,2589;L77875;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93673;-35,2576;L77882;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92555;-35,2602;L81112;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93388;-35,2591;M77805;
1587_2024_PNA-01P5_T_2;Vegetação;-5,9346;-35,2591;M83259;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93051;-35,2592;M93586;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92193;-35,261;P01279;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92257;-35,2596;P01285;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92225;-35,2603;P01287;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92153;-35,2632;P01357;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92193;-35,2633;P01358;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93474;-35,2591;P01524;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93187;-35,259;L77866;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93346;-35,2588;L77870;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93433;-35,2589;L77873;
1587_2024_PNA-01P5_T_2;Vegetação;-5,9358;-35,2587;L77877;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93604;-35,2585;L77878;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93624;-35,2583;L77879;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93641;-35,2581;L77880;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93679;-35,2572;L77883;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92599;-35,2604;O42093;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92242;-35,2599;P01284;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92202;-35,2602;P01287;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93046;-35,2617;P01322;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93046;-35,2617;P01323;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92167;-35,2627;P01336;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92241;-35,263;P01338;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92385;-35,2633;P01342;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92524;-35,2637;P01347;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92559;-35,2638;P01348;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92605;-35,2639;P01349;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93709;-35,2569;P01530;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93709;-35,2569;P01530;
1587_2024_PNA-01P5_T_2;Vegetação;-5,93729;-35,2566;P01531;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92433;-35,2635;R68975;
1587_2024_PNA-01P5_T_2;Vegetação;-5,92712;-35,2626;T31652;
1590_2024_PNA-01P5_T_5;Vegetação;-5,89525;-35,2621;J01916;11493/2025
1590_2024_PNA-01P5_T_5;Vegetação;-5,89475;-35,2627;J01923;
1590_2024_PNA-01P5_T_5;Vegetação;-5,89451;-35,263;J01926;
1590_2024_PNA-01P5_T_5;Vegetação;-5,89526;-35,2623;X03404;
1590_2024_PNA-01P5_T_5;Vegetação;-5,89579;-35,2623;X03415;
1590_2024_PNA-01P5_T_5;Vegetação;-5,89476;-35,2629;J01924;
1590_2024_PNA-01P5_T_5;Vegetação;-5,89509;-35,2625;X03404;
1591_2024_JPC-01J3_T_1;Vegetação;-5,92882;-35,2679;J00473;
1591_2024_JPC-01J3_T_1;Vegetação;-5,92792;-35,2709;J00566;
1591_2024_JPC-01J3_T_1;Vegetação;-5,92843;-35,271;J00570;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93047;-35,2702;J00603;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93113;-35,2688;J00621;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93169;-35,2682;J00624;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93193;-35,2685;J00625;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93146;-35,268;J00626;
1591_2024_JPC-01J3_T_1;Vegetação;-5,93119;-35,2677;J00627;
