Numero OI;Tipo Plano;Latitude;Longitude;Barramento;APP
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,86688;-35,4078;P23603;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,84569;-35,4197;P23646;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,84583;-35,4184;P23647;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,84575;-35,4072;P23667;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,84519;-35,4073;P23668;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,84466;-35,4073;P23669;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,83694;-35,4116;P23684;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,83662;-35,4121;P23685;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,84759;-35,4048;P23692;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,84811;-35,4007;P23704;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,83972;-35,408;R09912;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,84901;-35,414;N04563;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,84901;-35,414;N04563;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,85223;-35,3687;P23151;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,86702;-35,4094;P23605;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,84015;-35,4079;P23677;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,83565;-35,4134;P23688;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,85395;-35,4127;R96222;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,84712;-35,4087;R67261;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,86694;-35,3732;T69865;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,86775;-35,3705;U44542;
668_2025_MCB-01M2_RL_3102390_T_1;Vegetação;-5,86764;-35,3697;U44543;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84788;-35,3035;B12233;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84026;-35,2932;L23498;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,8456;-35,3041;L2350;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,8415;-35,2928;L23502;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84188;-35,2927;L23503;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84594;-35,3032;L69734;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,8405;-35,2942;L74029;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84634;-35,3062;L74037;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84665;-35,307;L74039;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84751;-35,3112;P21345;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84813;-35,3109;P21347;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84527;-35,3035;P21368;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84646;-35,3029;P21371;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84695;-35,3027;P21372;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84472;-35,3013;P21379;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84455;-35,3009;P21380;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84439;-35,3006;P21381;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84389;-35,2995;P21383;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84048;-35,2939;P21393;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,8482;-35,3043;R15436;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84884;-35,3106;B12171;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84884;-35,3106;B12171;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84961;-35,3103;B12173;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84961;-35,3103;B12173;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84961;-35,3103;B12173;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84885;-35,3079;B12187;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84721;-35,3016;B12215;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84678;-35,3011;B12218;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84678;-35,3011;B12218;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84755;-35,3036;B12234;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84695;-35,3039;B12236;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84514;-35,3014;B12328;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84514;-35,3013;B12332;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84502;-35,3009;B12333;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,83975;-35,2932;B12342;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84037;-35,2938;L23496A;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84026;-35,2932;L23498;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84594;-35,3032;L69734;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84645;-35,3066;L74038;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84872;-35,3087;N08129;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,8484;-35,3089;N08130;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84958;-35,3104;N21266;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84972;-35,3108;N21267;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84716;-35,3027;N33122;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84682;-35,3028;N33123;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84855;-35,3094;N45758;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84939;-35,3096;N45761;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84845;-35,3108;P21348;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84747;-35,3025;R88499;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84553;-35,3033;P21369;11759/2025
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84489;-35,3017;P21378;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,8482;-35,3043;R15436;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84982;-35,304;R15445;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84967;-35,3036;R15454;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,8511;-35,304;R57906;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84767;-35,303;R88498;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84747;-35,3025;R88499;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84747;-35,3025;R88499;
679_2025_MCB-01M1_RL_2089667_T_1;Vegetação;-5,84814;-35,3092;T36924;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85974;-35,301;M99839;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85374;-35,3048;N21591;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85352;-35,3049;N21592;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85286;-35,3052;N21594;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85459;-35,3126;P21404;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85475;-35,3109;P21405;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85488;-35,3098;P21406;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85524;-35,3063;P21409;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85553;-35,3038;P21411;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85567;-35,3026;P21412;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85991;-35,3014;R36456;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,86182;-35,301;R36463;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85509;-35,3073;R37632;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85697;-35,3065;R37634;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85494;-35,3074;R47894;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,86325;-35,2999;L45486;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85516;-35,3065;M17006;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85451;-35,3068;M17008;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85419;-35,3069;M17009;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85386;-35,3071;M17010;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85354;-35,3073;M17011;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85557;-35,3067;M38855;11763/2025
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85374;-35,3048;N21591;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85219;-35,3054;N21596;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85118;-35,3059;N21599;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85085;-35,306;N21600;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85052;-35,3062;N21601;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85958;-35,3007;N46491;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85996;-35,3005;N46492;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,86032;-35,3003;N46493;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,86106;-35,3;N46495;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85488;-35,3098;P21406;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,86005;-35,3018;R36458;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,8616;-35,2994;R36470;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85494;-35,3074;R47894;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85432;-35,3076;R47896;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85399;-35,3078;R47897;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,8555;-35,3042;T44797;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85409;-35,3083;T24849;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85375;-35,3085;T24850;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85342;-35,3087;T24851;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85309;-35,3088;T24852;
687_2025_MCB-01M1_RL_3098629_T_1;Vegetação;-5,85294;-35,3074;T38024;
722_2024_PNA-01P3_T_1;Redes;-5,89472;-35,2569;P09508;11583/2025
838_2024_PNA-01P2_T_1;Redes;-5,88222;-35,2477;F3317;
838_2024_PNA-01P2_T_1;Redes;-5,88343;-35,2439;F3336;11584/2025
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,91557;-35,4633;N36246;
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,92095;-35,4647;N36261;
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,92089;-35,4662;N36263;
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,9241;-35,468;N36284;
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,92395;-35,4635;N36294;
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,92431;-35,4636;N36295;
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,92503;-35,4636;N36297;
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,92288;-35,4635;N41904;
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,91002;-35,4676;O22937;
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,90996;-35,4678;O22938;
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,92483;-35,4679;O35585;
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,91738;-35,4632;N36251;11482/2025
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,92114;-35,4634;N36259;11483/2025
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,9254;-35,4636;N36298;11488/2025
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,92604;-35,4638;N36300;11489/2025
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,92633;-35,464;N36301;11490/2025
883_2025_MCB-01M2_RL_3099859_RR_1;Vegetação;-5,91013;-35,4673;O22936;11491/2025
886_2025_MCB-01M1_SM_3091108_T_1;Vegetação;-5,86019;-35,3433;P19639;
886_2025_MCB-01M1_SM_3091108_T_1;Vegetação;-5,8608;-35,3439;P19644;
886_2025_MCB-01M1_SM_3091108_T_1;Vegetação;-5,85959;-35,3407;B11393;11673/2025
886_2025_MCB-01M1_SM_3091108_T_1;Vegetação;-5,85952;-35,3403;B11394;
886_2025_MCB-01M1_SM_3091108_T_1;Vegetação;-5,86089;-35,3413;B11411;
886_2025_MCB-01M1_SM_3091108_T_1;Vegetação;-5,86321;-35,3458;B11493;
886_2025_MCB-01M1_SM_3091108_T_1;Vegetação;-5,8616;-35,3457;B11507;
886_2025_MCB-01M1_SM_3091108_T_1;Vegetação;-5,85786;-35,3425;B11567;
886_2025_MCB-01M1_SM_3091108_T_1;Vegetação;-5,85972;-35,3414;MG1521;
886_2025_MCB-01M1_SM_3091108_T_1;Vegetação;-5,85927;-35,3421;N10383;
886_2025_MCB-01M1_SM_3091108_T_1;Vegetação;-5,86128;-35,3433;O11168;
886_2025_MCB-01M1_SM_3091108_T_1;Vegetação;-5,86047;-35,3439;P19645;
968_2025_JQI-01S4_T_2;Vegetação;-5,88999;-35,2076;E2824;
968_2025_JQI-01S4_T_2;Vegetação;-5,89425;-35,204;E8654;
968_2025_JQI-01S4_T_2;Vegetação;-5,89431;-35,2081;E8684;
968_2025_JQI-01S4_T_2;Vegetação;-5,89816;-35,202;N22496;
968_2025_JQI-01S4_T_2;Vegetação;-5,89401;-35,2092;O16156;
968_2025_JQI-01S4_T_2;Vegetação;-5,88896;-35,2086;E8486;
968_2025_JQI-01S4_T_2;Vegetação;-5,89024;-35,2087;E8497;
968_2025_JQI-01S4_T_2;Vegetação;-5,89214;-35,2084;E8517;
968_2025_JQI-01S4_T_2;Vegetação;-5,89163;-35,2067;E8522;
968_2025_JQI-01S4_T_2;Vegetação;-5,89193;-35,2065;E8523;
968_2025_JQI-01S4_T_2;Vegetação;-5,89405;-35,2043;E8628;
968_2025_JQI-01S4_T_2;Vegetação;-5,8963;-35,2058;E8667;
968_2025_JQI-01S4_T_2;Vegetação;-5,89431;-35,2081;E8684;
968_2025_JQI-01S4_T_2;Vegetação;-5,89347;-35,2077;E8691;
968_2025_JQI-01S4_T_2;Vegetação;-5,8937;-35,2074;E8692;
968_2025_JQI-01S4_T_2;Vegetação;-5,89413;-35,2074;E8696;11817/2025
968_2025_JQI-01S4_T_2;Vegetação;-5,89362;-35,2089;E8713;
968_2025_JQI-01S4_T_2;Vegetação;-5,89492;-35,2064;E8714;
968_2025_JQI-01S4_T_2;Vegetação;-5,89722;-35,2048;E8731;
968_2025_JQI-01S4_T_2;Vegetação;-5,89744;-35,2045;E8732;
968_2025_JQI-01S4_T_2;Vegetação;-5,89142;-35,2069;GD1633;11818/2025
968_2025_JQI-01S4_T_2;Vegetação;-5,89804;-35,2021;L25322;
968_2025_JQI-01S4_T_2;Vegetação;-5,89695;-35,2011;L25326;
968_2025_JQI-01S4_T_2;Vegetação;-5,89083;-35,2093;R38203;
968_2025_JQI-01S4_T_2;Vegetação;-5,89763;-35,2044;R53406;
968_2025_JQI-01S4_T_2;Vegetação;-5,89774;-35,2011;X03671;
968_2025_JQI-01S4_T_2;Vegetação;-5,89798;-35,2008;X03672;11816/2025
983_2025_PSA-01C4_T_1;Vegetação;-5,92206;-35,279;P09546;
983_2025_PSA-01C4_T_1;Vegetação;-5,90731;-35,2761;P11581;
983_2025_PSA-01C4_T_1;Vegetação;-5,9193;-35,2811;R13821;
983_2025_PSA-01C4_T_1;Vegetação;-5,91403;-35,2769;U08002;
983_2025_PSA-01C4_T_1;Vegetação;-5,91958;-35,2804;H01853;
983_2025_PSA-01C4_T_1;Vegetação;-5,91989;-35,2803;H01854;
983_2025_PSA-01C4_T_1;Vegetação;-5,90834;-35,2786;M11667;
983_2025_PSA-01C4_T_1;Vegetação;-5,90975;-35,2773;M26869;
983_2025_PSA-01C4_T_1;Vegetação;-5,92276;-35,281;P00154;
983_2025_PSA-01C4_T_1;Vegetação;-5,91801;-35,2818;P00990;
983_2025_PSA-01C4_T_1;Vegetação;-5,91073;-35,276;X01627;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,99242;-35,2511;T98010;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,99242;-35,2511;T98010;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,98963;-35,2501;R66827;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,99077;-35,2237;P27006;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,99153;-35,2255;P27004;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,99011;-35,2499;P24990;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,99244;-35,2393;P24971;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,99282;-35,2388;P24970;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,99329;-35,2382;P24969;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,99285;-35,2368;P24967;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,99372;-35,2376;P24965;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,98559;-35,2299;P24939;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,98688;-35,2299;P24938;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,98818;-35,2317;P24930;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,98817;-35,2299;P24927;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,9902;-35,2298;P24925;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,99193;-35,2266;P24911;
1510_2024_SJM-01Z1_RL_3089195_T_1;Vegetação;-5,98537;-35,2358;N10618;
NTS_JPC-01J2_PODA_P18080;Vegetação;;;P18080;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,07152;-35,1094;U86496;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,0663;-35,108;U80484;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,07436;-35,1113;U77489;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,06602;-35,108;U77315;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,06581;-35,1081;U77306;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,06906;-35,1079;U77295;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,06466;-35,1071;U77187;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,06451;-35,1064;U77185;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,06418;-35,1049;U77184;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,06443;-35,106;U77149;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,07034;-35,1085;U72672;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,06831;-35,0986;P26092;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,06797;-35,0986;P26091;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,06765;-35,0987;P26090;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,06056;-35,1029;P26028;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,05894;-35,1027;P26022;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,05862;-35,1023;P26021;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,05811;-35,1022;P26020;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,05739;-35,1024;P26018;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,05448;-35,106;P26008;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,0516;-35,1091;P26000;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,05077;-35,11;P22998;
1900_2024_LTS-01Y2_RL_3027491_T_1;Vegetação;-6,04557;-35,1123;P22981;
1906_2024_JPC-01J1_T_3;Vegetação;-5,93962;-35,2466;N12037;
1906_2024_JPC-01J1_T_3;Vegetação;-5,94131;-35,2481;M51280;11760/2025
